uic,unit,mcn,maint_act_sts,maint_act_dttm
00246,AIMD NAS NORTH ISLAN,P9A2XH0,M3,2025-02-05 11:59:42.806000
00246,AIMD NAS NORTH ISLAN,P9A2XH0,IW,2025-02-13 07:00:59
00246,AIMD NAS NORTH ISLAN,1U15CGT,WP,2025-02-10 13:00:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,M8,2025-02-10 13:30:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,M3,2025-02-13 07:49:59
00246,AIMD NAS NORTH ISLAN,P9A2XFX,M9,2025-02-05 09:45:59
00246,AIMD NAS NORTH ISLAN,P9A2XFX,IW,2025-02-13 06:40:59
00246,AIMD NAS NORTH ISLAN,P9A2V7X,WS,2025-01-16 13:45:59
00246,AIMD NAS NORTH ISLAN,P9A231J,WS,2025-01-27 12:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WCZ,WS,2025-02-05 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2WCZ,WP,2025-02-13 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2XMG,M8,2025-02-12 07:10:59
00246,AIMD NAS NORTH ISLAN,P9A2XMG,IW,2025-02-13 05:00:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,M3,2025-02-01 00:01:55
00246,AIMD NAS NORTH ISLAN,0SUJDUQ,M3,2025-02-12 14:27:59
00246,AIMD NAS NORTH ISLAN,00JQVO1,M3,2025-02-11 12:01:59
00246,AIMD NAS NORTH ISLAN,00JQUO5,M3,2025-02-11 11:56:59
00246,AIMD NAS NORTH ISLAN,00JQUO7,M3,2025-02-11 11:53:59
00246,AIMD NAS NORTH ISLAN,1IIRCCM,M3,2025-02-11 11:53:59
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2025-02-12 18:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YAU,A1,2025-02-13 08:41:00
00246,AIMD NAS NORTH ISLAN,P9A2YB0,A1,2025-02-13 08:30:00
00246,AIMD NAS NORTH ISLAN,P9A2YB1,A1,2025-02-13 08:47:00
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2NAG,IW,2025-02-13 06:45:59
00246,AIMD NAS NORTH ISLAN,P9A2PDV,M3,2025-02-12 13:58:59
00246,AIMD NAS NORTH ISLAN,P9A2PDV,IW,2025-02-13 08:15:59
00246,AIMD NAS NORTH ISLAN,P9A2WXD,M3,2025-02-12 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YB7,A1,2025-02-13 09:15:00
00246,AIMD NAS NORTH ISLAN,P9A2YBF,A1,2025-02-13 09:31:00
00246,AIMD NAS NORTH ISLAN,P9A2YBN,A1,2025-02-13 09:41:00
00246,AIMD NAS NORTH ISLAN,46SMW91,WP,2025-02-10 10:30:59
00246,AIMD NAS NORTH ISLAN,P9A2C1L,WP,2025-02-12 12:00:59
00246,AIMD NAS NORTH ISLAN,1WDFQNW,M3,2025-02-12 15:30:59
00246,AIMD NAS NORTH ISLAN,1WDFTBA,WT,2025-02-07 11:37:59
00246,AIMD NAS NORTH ISLAN,P9A2YBT,A1,2025-02-13 09:59:00
00246,AIMD NAS NORTH ISLAN,P9A2YBU,A1,2025-02-13 10:02:00
00246,AIMD NAS NORTH ISLAN,1UFIJ38,IW,2025-02-13 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2AGR,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WXD,IW,2025-02-13 09:10:59
00246,AIMD NAS NORTH ISLAN,P9A2VQH,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2UE4,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A1MZD,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2UE4,WS,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YCP,A1,2025-02-13 10:53:00
00246,AIMD NAS NORTH ISLAN,P9A2E5N,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A01S0,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,1TPT4XC,M8,2025-02-13 05:38:59
00246,AIMD NAS NORTH ISLAN,1IIRDN2,M3,2025-02-12 14:16:59
00246,AIMD NAS NORTH ISLAN,00JQNLS,M8,2024-12-19 09:02:59
00246,AIMD NAS NORTH ISLAN,P9A2X6W,M3,2025-02-04 06:35:00
00246,AIMD NAS NORTH ISLAN,00JQNLS,M3,2025-02-13 11:41:59
00246,AIMD NAS NORTH ISLAN,P9A1C00,WP,2024-04-03 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2VQH,M3,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2AGR,M3,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A1C00,IW,2025-02-13 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A1MZD,WP,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,MACD402,M2,2025-02-13 08:29:59
00246,AIMD NAS NORTH ISLAN,P9A2S20,M3,2025-01-10 13:30:59
00246,AIMD NAS NORTH ISLAN,P9A01S0,M3,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,M3,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,1WDFQNW,IW,2025-02-13 10:00:59
00246,AIMD NAS NORTH ISLAN,1TPT586,A1,2025-02-13 12:18:00
00246,AIMD NAS NORTH ISLAN,P9A2YAC,IW,2025-02-13 07:20:59
00246,AIMD NAS NORTH ISLAN,P9A2RPK,IW,2025-02-13 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2C1L,M6,2025-02-12 14:00:59
00246,AIMD NAS NORTH ISLAN,QD0060A,M8,2025-02-10 10:00:59
00246,AIMD NAS NORTH ISLAN,QD0060A,IW,2025-02-13 11:30:59
00246,AIMD NAS NORTH ISLAN,46SMW91,M6,2025-02-13 07:00:59
00246,AIMD NAS NORTH ISLAN,1IIR5WF,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2UXL,WP,2025-01-28 18:05:59
00246,AIMD NAS NORTH ISLAN,1V54H78,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDFE,IW,2025-02-13 08:30:59
00246,AIMD NAS NORTH ISLAN,0C2CD21,M9,2025-02-11 10:00:59
00246,AIMD NAS NORTH ISLAN,06TD216,IW,2025-02-13 06:30:59
00246,AIMD NAS NORTH ISLAN,0C2CD21,IW,2025-02-13 12:30:59
00246,AIMD NAS NORTH ISLAN,00JQSZ0,M9,2025-02-10 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2S20,IW,2025-02-13 11:45:59
00246,AIMD NAS NORTH ISLAN,00JQSZ0,IW,2025-02-13 12:45:59
00246,AIMD NAS NORTH ISLAN,1WDFS8L,M9,2025-02-10 09:30:59
00246,AIMD NAS NORTH ISLAN,1WDFS8L,IW,2025-02-13 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2VQH,IW,2025-02-13 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2S20,WS,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,00JQNLS,IW,2025-02-13 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,IW,2025-02-13 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A2AGR,IW,2025-02-13 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A1MZD,IW,2025-02-13 12:00:59
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-13 12:02:59
00246,AIMD NAS NORTH ISLAN,P9A2YDB,A1,2025-02-13 13:41:00
00246,AIMD NAS NORTH ISLAN,P9A01S0,IW,2025-02-13 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YCP,M3,2025-02-13 10:53:59
00246,AIMD NAS NORTH ISLAN,P9A2UXL,M6,2025-02-13 14:00:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,M6,2025-02-10 23:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDN2,IW,2025-02-13 08:30:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,M3,2025-02-12 20:05:59
00246,AIMD NAS NORTH ISLAN,00JQNLS,M3,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,06TD216,M3,2025-02-13 13:00:59
00246,AIMD NAS NORTH ISLAN,0C2CEQY,WP,2025-02-12 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2E5N,WS,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2DDG,M3,2024-08-05 13:17:00.510000
00246,AIMD NAS NORTH ISLAN,P9A2DDG,IW,2025-02-13 14:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YCT,M3,2025-02-13 11:04:00
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2025-02-13 14:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YCP,IW,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,1TPT586,M3,2025-02-13 12:18:59
00246,AIMD NAS NORTH ISLAN,00JQNLS,IW,2025-02-13 14:00:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,IW,2025-02-13 14:30:59
00246,AIMD NAS NORTH ISLAN,1WDFQNW,M8,2025-02-13 12:00:59
00246,AIMD NAS NORTH ISLAN,4HJRFCV,A1,2025-02-13 16:46:00
00246,AIMD NAS NORTH ISLAN,06TD216,IW,2025-02-13 14:23:59
00246,AIMD NAS NORTH ISLAN,1IIRDVG,A1,2025-02-13 19:41:00
00246,AIMD NAS NORTH ISLAN,0C2CEQY,IW,2025-02-13 14:30:59
00246,AIMD NAS NORTH ISLAN,1WDFQNW,IW,2025-02-13 16:30:59
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-13 18:45:59
00246,AIMD NAS NORTH ISLAN,00JQXAS,A1,2025-02-14 05:38:00
00246,AIMD NAS NORTH ISLAN,00JQXAS,M3,2025-02-14 05:38:59
00246,AIMD NAS NORTH ISLAN,4HJRFCV,M3,2025-02-13 16:46:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,M3,2025-02-13 14:10:59
00246,AIMD NAS NORTH ISLAN,1IIRDN2,M3,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,1IIR5WF,CT,2025-02-13 13:00:59
00246,AIMD NAS NORTH ISLAN,1IIRDFE,CT,2025-02-13 13:00:59
00246,AIMD NAS NORTH ISLAN,0SUJDUQ,M8,2025-02-13 08:30:59
00246,AIMD NAS NORTH ISLAN,00JQQDE,M3,2025-02-12 13:00:59
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2025-02-13 21:45:59
00246,AIMD NAS NORTH ISLAN,46SMW91,M3,2025-02-13 12:52:59
00246,AIMD NAS NORTH ISLAN,1U15CGT,M3,2025-02-13 07:45:59
00246,AIMD NAS NORTH ISLAN,P9A2NLF,M3,2025-01-23 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,M3,2024-12-05 09:27:59
00246,AIMD NAS NORTH ISLAN,P9A2VVC,M5,2025-02-11 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A0W0M,M3,2024-10-02 06:26:59
00246,AIMD NAS NORTH ISLAN,46SMW91,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2C1L,M3,2025-02-13 12:43:59
00246,AIMD NAS NORTH ISLAN,P9A01S0,M3,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDN2,IW,2025-02-14 06:15:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,WP,2025-02-12 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2XH0,WP,2025-02-13 07:01:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YDB,M3,2025-02-13 13:53:13.026000
00246,AIMD NAS NORTH ISLAN,1UFIJ38,M3,2025-02-13 10:30:59
00246,AIMD NAS NORTH ISLAN,1U15CGT,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,M3,2025-02-13 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YDB,IW,2025-02-14 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YEU,A1,2025-02-14 07:41:00
00246,AIMD NAS NORTH ISLAN,1TPT3WE,WP,2025-02-12 12:45:59
00246,AIMD NAS NORTH ISLAN,P9A2YEZ,A1,2025-02-14 07:56:00
00246,AIMD NAS NORTH ISLAN,P9A0W0M,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,M3,2025-02-13 13:30:59
00246,AIMD NAS NORTH ISLAN,P9A0W0M,WS,2025-02-14 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YDB,WS,2025-02-14 07:45:59
00246,AIMD NAS NORTH ISLAN,P9A2C1L,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2XH0,M3,2025-02-14 06:00:59
00246,AIMD NAS NORTH ISLAN,P9A2XH0,IW,2025-02-14 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2VVC,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YEZ,M3,2025-02-14 07:56:59
00246,AIMD NAS NORTH ISLAN,1TPT3WE,IW,2025-02-14 07:15:59
00246,AIMD NAS NORTH ISLAN,P9A1MZD,WP,2025-02-13 13:45:59
00246,AIMD NAS NORTH ISLAN,00JQXAS,M8,2025-02-14 06:11:59
00246,AIMD NAS NORTH ISLAN,P9A2YEZ,IW,2025-02-14 08:00:59
00246,AIMD NAS NORTH ISLAN,1IIRDNK,M3,2025-02-12 19:59:59
00246,AIMD NAS NORTH ISLAN,P9A01S0,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,0SUJDUQ,IW,2025-02-14 06:29:59
00246,AIMD NAS NORTH ISLAN,P9A2YG0,A1,2025-02-14 10:00:00
00246,AIMD NAS NORTH ISLAN,1IIR5WF,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDFE,IW,2025-02-14 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,IW,2025-02-14 08:00:59
00246,AIMD NAS NORTH ISLAN,00JQQDE,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2NLF,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YG5,A1,2025-02-14 06:30:00
00246,AIMD NAS NORTH ISLAN,P9A2YG5,M3,2025-02-14 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YG5,IW,2025-02-14 09:00:59
00246,AIMD NAS NORTH ISLAN,00JQXAS,IW,2025-02-14 09:15:59
00246,AIMD NAS NORTH ISLAN,P9A1MZD,IW,2025-02-14 09:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDNK,IW,2025-02-14 09:30:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,IW,2025-02-14 07:30:59
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2FVE,M3,2025-02-06 09:10:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,IW,2025-02-14 06:30:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,M3,2025-02-14 11:00:59
00246,AIMD NAS NORTH ISLAN,SUPAL04,M3,2025-02-04 14:00:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,M3,2025-02-14 11:15:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,M3,2025-02-13 16:00:59
00246,AIMD NAS NORTH ISLAN,00JQQDE,M3,2025-02-14 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Y6X,M3,2025-02-12 08:27:00
00246,AIMD NAS NORTH ISLAN,P9A2Y6X,IW,2025-02-14 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Y6Z,M3,2025-02-12 08:27:00
00246,AIMD NAS NORTH ISLAN,P9A2Y6Z,IW,2025-02-14 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Y71,M3,2025-02-12 08:28:00
00246,AIMD NAS NORTH ISLAN,P9A2Y71,IW,2025-02-14 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Y72,M3,2025-02-12 08:28:00
00246,AIMD NAS NORTH ISLAN,P9A2Y72,IW,2025-02-14 11:00:59
00246,AIMD NAS NORTH ISLAN,SUPAL04,IW,2025-02-14 12:00:59
00246,AIMD NAS NORTH ISLAN,1IIRDNK,M3,2025-02-14 11:30:59
00246,AIMD NAS NORTH ISLAN,1TPT4XC,M3,2025-02-13 11:09:59
00246,AIMD NAS NORTH ISLAN,1TPT4XC,IW,2025-02-14 13:15:59
00246,AIMD NAS NORTH ISLAN,0C2CEQY,M3,2025-02-13 20:30:59
00246,AIMD NAS NORTH ISLAN,1IIRE07,A1,2025-02-14 14:06:00
00246,AIMD NAS NORTH ISLAN,1IIRE08,A1,2025-02-14 14:11:00
00246,AIMD NAS NORTH ISLAN,1IIRE08,M3,2025-02-14 14:11:59
00246,AIMD NAS NORTH ISLAN,1IIRE07,M3,2025-02-14 14:06:59
00246,AIMD NAS NORTH ISLAN,1IIRE08,IW,2025-02-14 14:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDNK,IW,2025-02-14 12:00:59
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2025-02-14 11:30:59
00246,AIMD NAS NORTH ISLAN,1IIRE07,IW,2025-02-14 14:45:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,IW,2025-02-14 12:00:59
00246,AIMD NAS NORTH ISLAN,0C2CEQY,IW,2025-02-14 14:00:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,IW,2025-02-14 12:04:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,IW,2025-02-14 12:00:59
00246,AIMD NAS NORTH ISLAN,00JQQDE,IW,2025-02-14 12:15:59
00246,AIMD NAS NORTH ISLAN,00JQQDE,WS,2025-02-14 16:10:59
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-14 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2ND4,WP,2024-11-21 09:45:59
00246,AIMD NAS NORTH ISLAN,P9A2DGJ,WP,2024-11-15 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2N1D,WP,2025-01-29 09:09:59
00246,AIMD NAS NORTH ISLAN,P9A2P6Y,WP,2025-01-29 09:42:59
00246,AIMD NAS NORTH ISLAN,P9A2BST,WP,2024-11-12 10:30:59
00246,AIMD NAS NORTH ISLAN,P9A2LVC,WP,2025-02-10 10:44:59
00246,AIMD NAS NORTH ISLAN,P9A200N,WP,2024-12-06 10:45:59
00246,AIMD NAS NORTH ISLAN,P9A200D,WP,2024-11-12 13:28:59
00246,AIMD NAS NORTH ISLAN,4HJRG3T,WP,2025-02-10 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WBW,WP,2025-02-06 08:53:59
00246,AIMD NAS NORTH ISLAN,00JQXBC,A1,2025-02-18 04:55:00
00246,AIMD NAS NORTH ISLAN,00JQXGP,A1,2025-02-18 05:21:00
00246,AIMD NAS NORTH ISLAN,00JQXBC,M3,2025-02-18 04:55:59
00246,AIMD NAS NORTH ISLAN,P9A2LVC,M6,2025-02-15 10:05:59
00246,AIMD NAS NORTH ISLAN,P9A200D,M6,2025-02-15 07:20:59
00246,AIMD NAS NORTH ISLAN,P9A2YGQ,A1,2025-02-18 05:16:00
00246,AIMD NAS NORTH ISLAN,1UFIJ38,M3,2025-02-14 15:30:59
00246,AIMD NAS NORTH ISLAN,P9A2BST,M6,2025-02-15 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A200N,M6,2025-02-15 07:00:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2025-02-06 13:30:59
00246,AIMD NAS NORTH ISLAN,0C2CEQY,M3,2025-02-14 15:30:59
00246,AIMD NAS NORTH ISLAN,1IIRDFE,CT,2025-02-14 10:15:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,M3,2025-02-14 15:46:59
00246,AIMD NAS NORTH ISLAN,1IIR5WF,CT,2025-02-14 10:05:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,M3,2025-02-14 16:00:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,M3,2025-02-14 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2X8M,M3,2025-02-12 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,M3,2025-02-14 11:00:59
00246,AIMD NAS NORTH ISLAN,1WDFQNW,CT,2025-02-13 20:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WCZ,M6,2025-02-13 08:14:59
00246,AIMD NAS NORTH ISLAN,P9A2YAC,M3,2025-02-13 12:20:59
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2025-02-14 15:00:59
00246,AIMD NAS NORTH ISLAN,0SUJDUQ,M3,2025-02-14 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,WS,2025-01-13 09:55:59
00246,AIMD NAS NORTH ISLAN,P9A2XH0,M3,2025-02-14 08:00:59
00246,AIMD NAS NORTH ISLAN,1UFILZ3,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A200C,WP,2024-11-12 13:28:59
00246,AIMD NAS NORTH ISLAN,1UFIJ38,IW,2025-02-18 06:00:59
00246,AIMD NAS NORTH ISLAN,P9A200C,IW,2025-02-18 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YEU,M3,2025-02-14 07:41:59
00246,AIMD NAS NORTH ISLAN,P9A2P0F,M8,2024-11-12 14:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YMG,A1,2025-02-18 08:30:00
00246,AIMD NAS NORTH ISLAN,P9A2YMH,A1,2025-02-18 09:13:00
00246,AIMD NAS NORTH ISLAN,1TPT3WE,WP,2025-02-14 09:15:59
00246,AIMD NAS NORTH ISLAN,1TPT3WE,IW,2025-02-18 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YEU,IW,2025-02-18 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2XH0,IW,2025-02-18 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2RJD,WP,2024-12-10 09:31:59
00246,AIMD NAS NORTH ISLAN,P9A2RJD,IW,2025-02-18 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A02SF,M5,2025-01-27 11:32:59
00246,AIMD NAS NORTH ISLAN,P9A02RF,M5,2025-01-27 11:31:59
00246,AIMD NAS NORTH ISLAN,P9A02R8,M5,2025-01-27 11:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YNH,A1,2025-02-18 10:25:00
00246,AIMD NAS NORTH ISLAN,P9A2YNJ,A1,2025-02-18 10:28:00
00246,AIMD NAS NORTH ISLAN,P9A2YNQ,A1,2025-02-18 10:38:00
00246,AIMD NAS NORTH ISLAN,P9A2YNS,A1,2025-02-18 10:44:00
00246,AIMD NAS NORTH ISLAN,P9A2YNT,A1,2025-02-18 10:47:00
00246,AIMD NAS NORTH ISLAN,P9A2WXF,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YNU,A1,2025-02-18 10:49:00
00246,AIMD NAS NORTH ISLAN,P9A2YNV,A1,2025-02-18 10:50:00
00246,AIMD NAS NORTH ISLAN,00JQXBC,M8,2025-02-18 05:47:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2025-02-18 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A2U4S,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YNY,A1,2025-02-18 11:00:00
00246,AIMD NAS NORTH ISLAN,P9A2YP0,A1,2025-02-18 11:06:00
00246,AIMD NAS NORTH ISLAN,1IIRDFE,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Y89,M3,2025-02-12 11:05:59
00246,AIMD NAS NORTH ISLAN,0SUJDUQ,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,0C2CEQY,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2025-02-18 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2YPK,A1,2025-02-18 12:04:00
00246,AIMD NAS NORTH ISLAN,P9A2U4S,M3,2025-02-18 11:00:59
00246,AIMD NAS NORTH ISLAN,4HJR3BO,M8,2025-02-11 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2C9V,M3,2025-02-12 13:30:59
00246,AIMD NAS NORTH ISLAN,P9A2RPK,M3,2025-02-13 07:19:59
00246,AIMD NAS NORTH ISLAN,P9A2X8M,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,4HJR3BO,IW,2025-02-18 11:30:59
00246,AIMD NAS NORTH ISLAN,P9A2WCZ,M3,2025-02-18 06:54:59
00246,AIMD NAS NORTH ISLAN,P9A2YPN,A1,2025-02-18 12:10:00
00246,AIMD NAS NORTH ISLAN,P9A2L7T,M3,2024-10-09 09:00:00
00246,AIMD NAS NORTH ISLAN,P9A2L7T,IW,2025-02-18 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A2AGR,M3,2025-02-13 13:45:59
00246,AIMD NAS NORTH ISLAN,P9A2AGR,IW,2025-02-18 12:00:59
00246,AIMD NAS NORTH ISLAN,00JQL2J,M3,2025-02-11 19:56:59
00246,AIMD NAS NORTH ISLAN,P9A2RPK,IW,2025-02-18 11:30:59
00246,AIMD NAS NORTH ISLAN,46SMYA8,A1,2025-02-18 12:31:00
00246,AIMD NAS NORTH ISLAN,P9A2YAC,IW,2025-02-18 06:45:59
00246,AIMD NAS NORTH ISLAN,46SMYA8,M3,2025-02-18 12:31:59
00246,AIMD NAS NORTH ISLAN,1WDFUVC,A1,2025-02-18 12:50:00
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2025-02-18 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2WXF,WS,2025-02-18 10:45:59
00246,AIMD NAS NORTH ISLAN,1IIR5WF,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2C9V,IW,2025-02-18 12:00:59
00246,AIMD NAS NORTH ISLAN,1UFIIT8,IW,2025-02-18 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YPF,A1,2025-02-18 11:49:59
00246,AIMD NAS NORTH ISLAN,P9A2YPE,A1,2025-02-18 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2YP8,A1,2025-02-18 11:30:59
00246,AIMD NAS NORTH ISLAN,P9A2YP6,A1,2025-02-18 11:27:59
00246,AIMD NAS NORTH ISLAN,P9A2YP5,A1,2025-02-18 11:24:59
00246,AIMD NAS NORTH ISLAN,P9A2YP4,A1,2025-02-18 11:22:59
00246,AIMD NAS NORTH ISLAN,P9A2YP3,A1,2025-02-18 11:19:59
00246,AIMD NAS NORTH ISLAN,P9A2YNB,A1,2025-02-18 10:01:59
00246,AIMD NAS NORTH ISLAN,P9A2YN2,A1,2025-02-18 09:49:59
00246,AIMD NAS NORTH ISLAN,P9A2YN0,A1,2025-02-18 09:39:59
