uic,unit,mcn,maint_act_sts,maint_act_dttm
00246,AIMD NAS NORTH ISLAN,P9A2Q5L,A1,2024-11-19 12:08:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5P,A1,2024-11-19 12:14:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5R,A1,2024-11-19 12:18:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5T,A1,2024-11-19 12:27:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5V,A1,2024-11-19 12:35:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5W,A1,2024-11-19 12:28:00
00246,AIMD NAS NORTH ISLAN,P9A2Q5Z,A1,2024-11-19 12:38:00
00246,AIMD NAS NORTH ISLAN,P9A2Q60,A1,2024-11-19 12:40:00
00246,AIMD NAS NORTH ISLAN,P9A2Q61,A1,2024-11-19 12:38:00
00246,AIMD NAS NORTH ISLAN,P9A2Q62,A1,2024-11-19 12:42:00
00246,AIMD NAS NORTH ISLAN,P9A2Q60,M3,2024-11-19 12:40:59
00246,AIMD NAS NORTH ISLAN,P9A2Q62,M3,2024-11-19 12:42:59
00246,AIMD NAS NORTH ISLAN,P9A2Q61,M3,2024-11-19 12:38:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5V,M3,2024-11-19 12:35:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5W,M3,2024-11-19 12:28:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5T,M3,2024-11-19 12:27:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5R,M3,2024-11-19 12:18:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5P,M3,2024-11-19 12:14:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5L,M3,2024-11-19 12:08:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-19 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,IW,2024-11-19 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2PM3,M3,2024-11-14 07:28:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5X,A1,2024-11-19 12:37:59
00246,AIMD NAS NORTH ISLAN,P9A2Q5X,M3,2024-11-19 12:55:52.430000
00246,AIMD NAS NORTH ISLAN,P9A2Q6X,A1,2024-11-19 13:39:00
00246,AIMD NAS NORTH ISLAN,P9A2Q30,WS,2024-11-19 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A27HR,M6,2024-11-19 07:25:59
00246,AIMD NAS NORTH ISLAN,P9A0A39,WS,2024-11-19 10:00:59
00246,AIMD NAS NORTH ISLAN,P9A27HR,WP,2024-06-06 13:41:59
00246,AIMD NAS NORTH ISLAN,P9A27HR,M3,2024-11-19 13:56:59
00246,AIMD NAS NORTH ISLAN,P9A2Q24,IW,2024-11-19 07:20:59
00246,AIMD NAS NORTH ISLAN,1IIQX8D,M3,2024-11-18 21:57:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,M3,2024-11-18 08:39:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,IW,2024-11-19 18:30:59
00246,AIMD NAS NORTH ISLAN,1IIQX8D,IW,2024-11-19 15:45:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-19 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,M3,2024-11-19 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2PBP,WP,2024-11-12 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q6X,M3,2024-11-19 13:39:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,IW,2024-11-20 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2PCV,WP,2024-11-18 13:52:59
00246,AIMD NAS NORTH ISLAN,P9A2PBP,IW,2024-11-20 07:10:59
00246,AIMD NAS NORTH ISLAN,P9A2PCV,IW,2024-11-20 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A2LU3,M5,2024-10-17 08:50:59
00246,AIMD NAS NORTH ISLAN,P9A2Q92,A1,2024-11-20 09:29:00
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-20 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-20 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-20 09:50:59
00246,AIMD NAS NORTH ISLAN,P9A2LU3,IW,2024-11-20 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-20 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-20 12:15:59
00246,AIMD NAS NORTH ISLAN,P9A2QAE,A1,2024-11-20 12:52:00
00246,AIMD NAS NORTH ISLAN,1IIQX8D,M8,2024-11-19 16:45:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,M8,2024-11-19 19:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q30,WP,2024-11-19 13:51:59
00246,AIMD NAS NORTH ISLAN,P9A2LU3,M3,2024-11-20 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2PCV,M3,2024-11-20 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,A1,2024-11-20 14:12:00
00246,AIMD NAS NORTH ISLAN,P9A2Q2U,M3,2024-11-19 08:19:36.090000
00246,AIMD NAS NORTH ISLAN,P9A2Q2U,IW,2024-11-20 14:00:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,M3,2024-11-20 13:30:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-18 21:35:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,IW,2024-11-20 15:30:59
00246,AIMD NAS NORTH ISLAN,1IIQX8D,IW,2024-11-20 15:45:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,M8,2024-11-06 08:31:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-11-20 19:30:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-11-20 14:30:59
00246,AIMD NAS NORTH ISLAN,1V54EU6,M2,2024-11-05 10:09:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-20 20:30:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,M3,2024-11-20 20:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q30,M3,2024-11-20 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,M3,2024-11-20 14:15:52.276000
00246,AIMD NAS NORTH ISLAN,P9A2QAR,IW,2024-11-21 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2A2M,WP,2024-09-16 11:44:59
00246,AIMD NAS NORTH ISLAN,P9A2HQ8,M3,2024-09-13 09:02:37.176000
00246,AIMD NAS NORTH ISLAN,P9A2HQ8,IW,2024-11-21 06:45:59
00246,AIMD NAS NORTH ISLAN,P9A2QAE,M3,2024-11-20 13:11:52.153000
00246,AIMD NAS NORTH ISLAN,P9A2QAE,IW,2024-11-21 06:50:59
00246,AIMD NAS NORTH ISLAN,P9A1M59,M3,2024-10-18 09:01:59
00246,AIMD NAS NORTH ISLAN,P9A1M59,IW,2024-11-21 07:20:59
00246,AIMD NAS NORTH ISLAN,P9A2QB0,A1,2024-11-21 05:36:00
00246,AIMD NAS NORTH ISLAN,P9A2QAR,WS,2024-11-21 06:45:59
00246,AIMD NAS NORTH ISLAN,P9A2HQ8,WS,2024-11-21 06:50:59
00246,AIMD NAS NORTH ISLAN,P9A2QAE,WS,2024-11-21 07:20:59
00246,AIMD NAS NORTH ISLAN,P9A1M59,WS,2024-11-21 07:25:59
00246,AIMD NAS NORTH ISLAN,P9A2Q30,IW,2024-11-21 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A018U,WP,2024-04-15 07:05:59
00246,AIMD NAS NORTH ISLAN,1XLQ4ZE,A1,2024-11-21 09:16:00
00246,AIMD NAS NORTH ISLAN,P9A2ND4,M9,2024-11-01 07:44:59
00246,AIMD NAS NORTH ISLAN,P9A018U,IW,2024-11-21 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2ND4,IW,2024-11-21 09:15:59
00246,AIMD NAS NORTH ISLAN,P9A2NLA,M3,2024-11-18 13:00:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-11-21 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2NLA,IW,2024-11-21 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2QB0,M3,2024-11-21 07:39:06.226000
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-11-21 06:30:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,M3,2024-11-21 11:00:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-21 13:30:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-11-21 13:30:59
00246,AIMD NAS NORTH ISLAN,P9A2PPF,WP,2024-11-14 12:46:59
00246,AIMD NAS NORTH ISLAN,P9A2LVC,WP,2024-11-04 13:55:59
00246,AIMD NAS NORTH ISLAN,P9A2QCM,M3,2024-11-21 09:56:00
00246,AIMD NAS NORTH ISLAN,1TPST5W,M3,2024-10-22 23:31:59
00246,AIMD NAS NORTH ISLAN,P9A2QCQ,M3,2024-11-21 09:58:00
00246,AIMD NAS NORTH ISLAN,P9A2QCL,M3,2024-11-21 09:51:00
00246,AIMD NAS NORTH ISLAN,P9A2A2M,IW,2024-11-21 07:00:59
00246,AIMD NAS NORTH ISLAN,1TPST5W,IW,2024-11-21 14:34:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-11-21 14:00:59
00246,AIMD NAS NORTH ISLAN,P9A2FC0,M3,2024-09-24 11:30:59
00246,AIMD NAS NORTH ISLAN,P9A2FC0,IW,2024-11-22 05:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QFV,A1,2024-11-22 09:46:00
00246,AIMD NAS NORTH ISLAN,00JPONB,WP,2024-11-18 19:30:59
00246,AIMD NAS NORTH ISLAN,MACD402,WP,2024-11-18 07:50:59
00246,AIMD NAS NORTH ISLAN,P9A2QGW,A1,2024-11-22 12:33:00
00246,AIMD NAS NORTH ISLAN,00JPONB,WT,2024-11-22 11:27:59
00246,AIMD NAS NORTH ISLAN,P9A2QGU,A1,2024-11-22 12:28:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,WP,2024-11-21 14:00:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-11-22 17:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,WP,2024-11-21 07:52:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,CT,2024-11-22 20:00:59
00246,AIMD NAS NORTH ISLAN,P9A2P3M,M3,2024-11-18 09:27:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,M6,2024-11-21 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2P3M,IW,2024-11-25 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2LVC,M6,2024-11-21 14:29:59
00246,AIMD NAS NORTH ISLAN,1TPST5W,WP,2024-11-21 18:32:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-20 12:30:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,M9,2024-11-12 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-25 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,M3,2024-11-25 07:11:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,M3,2024-11-25 09:29:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,IW,2024-11-25 09:30:59
00246,AIMD NAS NORTH ISLAN,MACD402,WT,2024-11-25 08:15:59
00246,AIMD NAS NORTH ISLAN,MACD402,WQ,2024-11-25 10:09:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-21 19:57:59
00246,AIMD NAS NORTH ISLAN,P9A2PS8,M3,2024-11-15 08:59:39.293000
00246,AIMD NAS NORTH ISLAN,P9A2081,M8,2024-10-18 09:21:59
00246,AIMD NAS NORTH ISLAN,MACD402,WB,2024-11-25 10:10:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-11-25 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A0A39,WP,2024-11-19 13:56:59
00246,AIMD NAS NORTH ISLAN,P9A26FJ,M5,2024-10-02 06:56:59
00246,AIMD NAS NORTH ISLAN,P9A2D02,WP,2024-10-03 14:44:59
00246,AIMD NAS NORTH ISLAN,P9A2D02,IW,2024-11-25 12:30:59
00246,AIMD NAS NORTH ISLAN,P9A23BE,M5,2024-10-17 14:09:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,IW,2024-11-25 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A0A39,IW,2024-11-25 11:45:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-11-25 09:00:59
00246,AIMD NAS NORTH ISLAN,P9A2D02,WS,2024-11-25 12:45:59
00246,AIMD NAS NORTH ISLAN,1TPST5W,M6,2024-11-25 08:50:59
00246,AIMD NAS NORTH ISLAN,P9A2QNT,A1,2024-11-25 17:53:00
00246,AIMD NAS NORTH ISLAN,P9A2QNT,M3,2024-11-25 18:18:08.133000
00246,AIMD NAS NORTH ISLAN,P9A2QNT,IW,2024-11-25 19:20:59
00246,AIMD NAS NORTH ISLAN,P9A2QNT,WS,2024-11-25 20:00:59
00246,AIMD NAS NORTH ISLAN,4HJR8MX,A1,2024-11-25 22:46:00
00246,AIMD NAS NORTH ISLAN,00JQJCS,A1,2024-11-26 05:18:00
00246,AIMD NAS NORTH ISLAN,P9A1HN7,M8,2024-09-03 13:44:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-25 13:30:59
00246,AIMD NAS NORTH ISLAN,00JQEDL,M3,2024-11-18 20:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Q2U,WP,2024-11-20 14:05:59
00246,AIMD NAS NORTH ISLAN,P9A2Q2U,IW,2024-11-26 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A1HN7,IW,2024-11-26 06:30:59
00246,AIMD NAS NORTH ISLAN,4HJR38Q,M3,2024-11-18 13:15:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-25 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QQN,A1,2024-11-26 08:40:59
00246,AIMD NAS NORTH ISLAN,4HJQYUJ,WQ,2024-09-11 09:35:59
00246,AIMD NAS NORTH ISLAN,P9A2QR0,A1,2024-11-26 09:08:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,WP,2024-11-20 15:45:59
00246,AIMD NAS NORTH ISLAN,1IIQX8D,WP,2024-11-20 16:00:59
00246,AIMD NAS NORTH ISLAN,P9A1JAC,WP,2024-09-23 07:30:59
00246,AIMD NAS NORTH ISLAN,00JQEDL,IW,2024-11-26 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,M3,2024-11-20 07:30:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-11-26 09:00:59
00246,AIMD NAS NORTH ISLAN,4HJR38Q,IW,2024-11-26 08:30:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-11-26 06:30:59
00246,AIMD NAS NORTH ISLAN,1V54FX1,WT,2024-11-26 09:30:59
00246,AIMD NAS NORTH ISLAN,1IIQX8D,WT,2024-11-26 09:30:59
00246,AIMD NAS NORTH ISLAN,4HJR9FD,A1,2024-11-26 21:43:00
00246,AIMD NAS NORTH ISLAN,478RI8G,A1,2024-11-26 21:45:00
00246,AIMD NAS NORTH ISLAN,00JQJCS,M3,2024-11-26 05:18:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,M3,2024-11-26 11:00:59
00246,AIMD NAS NORTH ISLAN,4HJQYUJ,WB,2024-11-26 09:09:59
00246,AIMD NAS NORTH ISLAN,4HJQYUJ,M3,2024-12-02 07:28:59
00246,AIMD NAS NORTH ISLAN,4HJQYUJ,IW,2024-12-02 07:29:59
00246,AIMD NAS NORTH ISLAN,1V54H78,A1,2024-12-02 07:27:00
00246,AIMD NAS NORTH ISLAN,P9A2Q04,M3,2024-11-26 10:30:59
00246,AIMD NAS NORTH ISLAN,1V54H78,M3,2024-12-02 07:27:59
00246,AIMD NAS NORTH ISLAN,P9A2QY7,A1,2024-12-02 07:34:00
00246,AIMD NAS NORTH ISLAN,MACD402,M3,2024-11-25 11:28:59
00246,AIMD NAS NORTH ISLAN,P9A2QYE,A1,2024-12-02 07:56:00
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2024-12-02 06:30:59
00246,AIMD NAS NORTH ISLAN,1V54EU6,M3,2024-11-21 05:49:59
00246,AIMD NAS NORTH ISLAN,P9A2LXP,WP,2024-11-06 13:47:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-12-02 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2PJK,M3,2024-11-13 12:38:25.536000
00246,AIMD NAS NORTH ISLAN,P9A1M59,WP,2024-11-21 07:55:59
00246,AIMD NAS NORTH ISLAN,00JQEDL,CT,2024-11-26 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QQE,M3,2024-11-26 07:27:00
00246,AIMD NAS NORTH ISLAN,1V54H78,M8,2024-12-02 07:38:59
00246,AIMD NAS NORTH ISLAN,P9A2NP5,M3,2024-11-04 11:44:29.356000
00246,AIMD NAS NORTH ISLAN,P9A2PJK,IW,2024-12-02 09:30:59
00246,AIMD NAS NORTH ISLAN,4HJR9FD,M3,2024-11-26 21:43:59
00246,AIMD NAS NORTH ISLAN,P9A2PJK,M3,2024-12-02 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2R03,A1,2024-12-02 11:11:59
00246,AIMD NAS NORTH ISLAN,1V54EU6,IW,2024-12-02 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R0Y,A1,2024-12-02 12:35:00
00246,AIMD NAS NORTH ISLAN,P9A2R18,A1,2024-12-02 12:41:00
00246,AIMD NAS NORTH ISLAN,P9A2PJK,IW,2024-12-02 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2R1J,A1,2024-12-02 12:49:00
00246,AIMD NAS NORTH ISLAN,00JQEDL,IW,2024-12-02 08:00:59
00246,AIMD NAS NORTH ISLAN,4HJR9FD,IW,2024-12-02 10:00:59
00246,AIMD NAS NORTH ISLAN,1XLQ1QA,IW,2024-12-02 06:30:59
00246,AIMD NAS NORTH ISLAN,1V54H78,M3,2024-12-02 10:34:59
00246,AIMD NAS NORTH ISLAN,1V54H78,IW,2024-12-02 14:00:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,WP,2024-11-25 12:00:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-12-02 15:30:59
00246,AIMD NAS NORTH ISLAN,P9A2PPF,M6,2024-11-20 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,M3,2024-11-25 10:00:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,IW,2024-12-03 07:00:59
00246,AIMD NAS NORTH ISLAN,4HJR3BO,M8,2024-10-08 08:35:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,A1,2024-12-03 09:21:00
00246,AIMD NAS NORTH ISLAN,MACD402,CT,2024-12-02 08:00:59
00246,AIMD NAS NORTH ISLAN,MACD402,IW,2024-12-03 10:00:59
00246,AIMD NAS NORTH ISLAN,P9A2L7R,M3,2024-12-03 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2R66,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R67,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R68,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R69,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R6A,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R6B,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R6C,A1,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,40BEIOX,WP,2024-12-02 18:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,M3,2024-12-03 09:34:45.710000
00246,AIMD NAS NORTH ISLAN,P9A2Q04,WP,2024-12-02 09:30:59
00246,AIMD NAS NORTH ISLAN,4HJR9FD,M3,2024-12-02 13:00:59
00246,AIMD NAS NORTH ISLAN,4HJR9FD,IW,2024-12-03 10:00:59
00246,AIMD NAS NORTH ISLAN,P9A2R6R,A1,2004-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R6R,IW,2024-12-03 11:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R6V,A1,2024-12-03 12:32:00
00246,AIMD NAS NORTH ISLAN,P9A2R71,A1,2024-12-03 12:36:00
00246,AIMD NAS NORTH ISLAN,P9A2R6T,M9,2024-12-03 07:00:00
00246,AIMD NAS NORTH ISLAN,P9A23MA,M3,2024-10-09 09:30:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-12-03 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A23MA,IW,2024-12-03 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,IW,2024-12-03 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A1X24,M3,2024-06-27 14:19:59
00246,AIMD NAS NORTH ISLAN,P9A1X24,IW,2024-12-03 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2Q04,IW,2024-12-03 11:45:59
00246,AIMD NAS NORTH ISLAN,1V54H78,WP,2024-12-02 15:30:59
00246,AIMD NAS NORTH ISLAN,4HJR3BO,IW,2024-12-03 07:00:59
00246,AIMD NAS NORTH ISLAN,1V54EU6,WP,2024-12-02 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A2R50,WS,2024-12-03 13:00:59
00246,AIMD NAS NORTH ISLAN,P9A23MA,WS,2024-12-03 07:00:59
00246,AIMD NAS NORTH ISLAN,P9A1X24,WS,2024-12-03 09:00:59
00246,AIMD NAS NORTH ISLAN,1V54H78,M3,2024-12-03 13:18:59
00246,AIMD NAS NORTH ISLAN,1V54H78,IW,2024-12-03 14:30:59
00246,AIMD NAS NORTH ISLAN,1V54H78,M8,2024-12-03 16:15:59
00246,AIMD NAS NORTH ISLAN,1V54H78,M3,2024-12-03 18:40:59
00246,AIMD NAS NORTH ISLAN,1V54H78,IW,2024-12-03 19:20:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,M3,2024-11-25 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2BSS,M5,2024-10-02 08:47:59
00246,AIMD NAS NORTH ISLAN,SALDA51,A1,2024-12-04 07:02:00
00246,AIMD NAS NORTH ISLAN,1V54H78,M3,2024-12-03 20:30:59
00246,AIMD NAS NORTH ISLAN,4HJR3BO,M3,2024-12-03 12:00:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,M8,2024-11-26 10:25:59
00246,AIMD NAS NORTH ISLAN,P9A2R1J,M9,2024-12-02 12:49:59
00246,AIMD NAS NORTH ISLAN,P9A2R1J,IW,2024-12-04 07:20:59
00246,AIMD NAS NORTH ISLAN,4HJR8MX,M3,2024-11-25 22:46:59
00246,AIMD NAS NORTH ISLAN,4HJR8MX,IW,2024-12-04 06:30:59
00246,AIMD NAS NORTH ISLAN,P9A2FVE,WP,2024-10-04 13:30:59
00246,AIMD NAS NORTH ISLAN,P9A2BSS,M3,2024-12-04 07:03:59
00246,AIMD NAS NORTH ISLAN,P9A01S0,M3,2024-11-18 09:30:59
00246,AIMD NAS NORTH ISLAN,SALDA60,A1,2024-12-04 08:39:00
00246,AIMD NAS NORTH ISLAN,MARAM70,A1,2024-12-04 08:43:00
00246,AIMD NAS NORTH ISLAN,P9A2R8Z,A1,2024-12-04 08:34:00
00246,AIMD NAS NORTH ISLAN,P9A2R90,A1,2024-12-04 08:28:00
00246,AIMD NAS NORTH ISLAN,P9A2R8Z,M3,2024-12-04 08:38:59
00246,AIMD NAS NORTH ISLAN,P9A2R8Z,IW,2024-12-04 08:45:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,WP,2024-12-03 12:30:59
00246,AIMD NAS NORTH ISLAN,P9A2R90,M3,2024-12-04 08:56:23.553000
00246,AIMD NAS NORTH ISLAN,P9A2R7K,M3,2024-12-03 08:00:00
00246,AIMD NAS NORTH ISLAN,P9A2R7K,IW,2024-12-04 08:20:59
00246,AIMD NAS NORTH ISLAN,P9A2R90,IW,2024-12-04 09:00:59
00246,AIMD NAS NORTH ISLAN,40BEIOX,IW,2024-12-04 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,M3,2024-12-04 07:34:59
00246,AIMD NAS NORTH ISLAN,P9A2R8V,M3,2024-12-04 08:04:00
00246,AIMD NAS NORTH ISLAN,P9A2R9A,A1,2024-12-04 10:00:00
00246,AIMD NAS NORTH ISLAN,00JQJCS,M8,2024-12-02 05:54:59
00246,AIMD NAS NORTH ISLAN,P9A2QR0,M3,2024-11-26 09:13:35.843000
00246,AIMD NAS NORTH ISLAN,P9A2R9J,A1,2024-12-04 10:21:00
00246,AIMD NAS NORTH ISLAN,P9A2R9K,A1,2024-12-04 10:24:00
00246,AIMD NAS NORTH ISLAN,P9A2R9M,A1,2024-12-04 10:26:00
00246,AIMD NAS NORTH ISLAN,P9A2R9P,A1,2024-12-04 10:26:00
00246,AIMD NAS NORTH ISLAN,P9A2R9Q,A1,2024-12-04 10:28:00
00246,AIMD NAS NORTH ISLAN,P9A2R9U,A1,2024-12-04 10:34:00
00246,AIMD NAS NORTH ISLAN,P9A2R9X,A1,2024-12-04 10:36:00
00246,AIMD NAS NORTH ISLAN,P9A2RA2,A1,2024-12-04 10:46:00
00246,AIMD NAS NORTH ISLAN,P9A2MX9,IW,2024-12-04 09:30:59
00246,AIMD NAS NORTH ISLAN,P9A2BSS,IW,2024-12-04 08:00:59
00246,AIMD NAS NORTH ISLAN,P9A2RA7,A1,2024-12-04 10:52:00
00246,AIMD NAS NORTH ISLAN,P9A01S0,IW,2024-12-04 08:30:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,IW,2024-12-04 06:30:59
00246,AIMD NAS NORTH ISLAN,00JQJCS,M3,2024-12-04 10:08:59
00246,AIMD NAS NORTH ISLAN,P9A2FVE,M3,2024-12-04 08:21:59
00246,AIMD NAS NORTH ISLAN,40BEIPG,WP,2024-11-19 11:55:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,M3,2024-12-04 10:45:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,M3,2024-12-04 11:00:59
00246,AIMD NAS NORTH ISLAN,P9A2BSS,M3,2024-12-04 10:45:59
00246,AIMD NAS NORTH ISLAN,P9A2R8Z,WS,2024-12-04 09:15:59
00246,AIMD NAS NORTH ISLAN,P9A2RAU,A1,2024-12-04 12:08:00
00246,AIMD NAS NORTH ISLAN,4HJRA5T,A1,2024-12-04 12:23:00
00246,AIMD NAS NORTH ISLAN,P9A2FVE,IW,2024-12-04 11:15:59
00246,AIMD NAS NORTH ISLAN,4HJRA5S,A1,2024-12-04 12:26:00
00246,AIMD NAS NORTH ISLAN,P9A1XQL,M3,2024-10-23 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A1XQL,IW,2024-12-04 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2QAR,IW,2024-12-04 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2MX9,IW,2024-12-04 11:45:59
00246,AIMD NAS NORTH ISLAN,P9A2BSS,IW,2024-12-04 11:45:59
00246,AIMD NAS NORTH ISLAN,MARAM70,M3,2024-12-04 08:43:59
00246,AIMD NAS NORTH ISLAN,SALDA60,M3,2024-12-04 08:39:59
